Texto,Sentimento
e quando vc tá de saco cheio de ouvir bosta até em casa ??,nojo
comia a unha do pé...kkkkk..,nojo
ah não dá,nojo
dessa porra toda,nojo
governador vai pra spa e... mais um dia de muita tristeza e luto para o futebol e seus amantes! rj selva!,nojo
pauta higienista de uma revista higienista,nojo
tradicional família brasileira,nojo
agressões verbais; físicas e psicológicas são horrorosas; cada uma de sua maneira. e nenhuma; repito; nenhuma é justificável.,nojo
até uns dias nem sabia que era o tal  preferia ter continuado assim; meu estômago agradeceria.,nojo
parem de explorar ela,nojo
gente um canal q ajudou um golpe de estado não vai manipular o  para favorecer a emilly.,nojo
programa da  é tão bom que dá 3 de audiencia kkkkk da até vontade de vomitar.,nojo
vergonha de certos políticos desse país. ah se eu pudesse. --',nojo
cheirinho de virada de mesa.,nojo
cada amizade falsa que eu ja tive,nojo
o brasil definitivamente não tem solução,nojo
agora vc vé; agora não ve mais ...   ,nojo
sexta-fire e eu tô louco pra tomar um trago mas n possoo,nojo
tirem suas próprias conclusões,nojo
e o mais triste é ver que notícias como essa; n causa mais espanto ao povo brasileiro. ,nojo
deveria ser marcos estamos com vergonha de você a tag,nojo
ahhh palhaçada!,nojo
você só é amigo quando está servindo !,nojo
q fique sumido pra sempre... ainda estamos em processo de desintoxicação... favor não interromper o tratamento...,nojo
depois da saída do pmdb; prepare seu bolso pra pagar a compra da base aliada do governo ptralha viu? ,nojo
o embuste do  é um hipócrita,nojo
eu estava viciada nesses paes de queijo  por coincidência abri um pra esfriar e olha que surpresa. quantas dessas eu devo ter comido já?!,nojo
ser recebido no min educ. p/entregar propostas é o  estupro confessado por alex. frota. desta vez contra todo povo brasileiro.,nojo
comemorar no sapatinho  falou aquele que berrou; gritou e comemorou muiti na cara do  com ele ainda na casa.,nojo
pão na chapa com queijo minas só é bom quando não vem com gosto de chapa queimada que torrou outras gorduras noite passada.,nojo
está dando  estes noticiários.   uma,nojo
a começar pelo cunha; intocável; todo poderoso.  ,nojo
e ainda querem dividir o rombo aumentando,nojo
não é fácil neguinho!,nojo
acho que depois dessa realmente não quero ver nem pintada de ouro.. minto; nem com vestido de bitcoin que vale mais. que decepção! agora literalmente é um the end definitivo. ,nojo
as putiane aqui perto,nojo
pessoas q não suporto: adélia do  e geisy arruda,nojo
seria cômico se não fosse trágico!,nojo
sou  independente de qualquer pessoa que ele for !,nojo
a malta que vai depositar dinheiro em contas de árbitros,nojo
aos mercenários,nojo
manipularam o resultado mas esqueceram de avisar os envolvidos. a casa caiu dr. maluco!,nojo
deus inventou o alface. o diabo; com inveja; foi lá e jogou uns pepinos no meio.,nojo
espero que alguém desmacare logo o fiel de taubaté,nojo
será que é tão difícil entender?,nojo
os tres rindo do marcos,nojo
não mesmo! tem que ser 100%!,nojo
resumindo o quarto do líder,nojo
o cara não respeita nem a própria namorada; vai respeitar a namorada dos outros...  ,nojo
indiganada não posso deixar de compartilhar!,nojo
medley de anita; valesca; e tudo o mais que não presta... começou bem a temporada do superstar... ,nojo
protesto sim; vandalismo nunca!,nojo
o porto canal é completamente faccioso,nojo
pq ainda existe esse tipo de pensamento?,nojo
homem; não seja esse cara!mulher; não saia com esse cara!,nojo
informação absolutamente relevante na crise do sporting!,nojo
a  me bloqueou. mais uma covarde que não aguentou a discussão e fugiu. só mesmo a  para contratá-la.,nojo
produção na mão do marcos; que poder é esse que ele tem sobre o programa.,nojo
aquele momento que tu tem vontade de trocar de sangue para não ser parente de certos tipos de pessoa,nojo
muito me admira ver quem tanto os marginaliza; cometer o mesmo ato. no fundo vocês são idênticos...,nojo
amiguinho! tá fazendo 36°c com umidade 100% a 10 dias! pq fazem cinco dias que vc não toma banho??,nojo
eu não sou  sou  e o que vejo causa  rato   está ansioso para...,nojo
essa reação; chulapa só mostrou que tudo que nadja falou hoje sobre ele estava certo.,nojo
pq caralha exite mosca ?  ninguém se importa com elas,nojo
sinceramente; tem cara que é cego mesmo!  ,nojo
vontade de entrar nessa casa e quebrar a cara da fofa...,nojo
 caindo em cima do crivella;  insinuando que a viagem dele a europa não é oficial e sim particular! perguntando onde está o prefeito com estas tempestades no rio;  como se ele fosse impedir o caos! !,nojo
perdoa senhor ele não sabe o que fala.,nojo
eles armaram pra ela sair!,nojo
você que arrota baixinho e sopra na direção de outro ser humano...você não vai pro céu!,nojo
pegando  de certas pessoas,nojo
infelizmente o mundo ta cheio desses embustes ,nojo
gente sem postura e o fim!!!,nojo
tô de boa; e o fb me sugere uma amizade; daquelas que tu prefere a morte.   ,nojo
orgulha todo povo brasileiro? me inclua fora desse povo. essa senhora não me representa. e muito menos o sr. ,nojo
tem gente que se acha superior,nojo
sporting continua a facilitar contra o benfica. impressionante. tudo comprado.,nojo
globo defendendo o laercio!,nojo
bom dia; eu não consigo.. sério! ,nojo
8 minutos! eixx... é imeeeeenso tempo! toca a andar que a marcha o impõe!,nojo
estes cabrões do estoril agora não se atiram para o chão a perder tempo,nojo
acabei de ter toda certeza que ninguém é amigo de ninguém,nojo
então eu tento me cadastrar no site para ver se clareia... novamente preencho tudo direitinho. marco a opção li e aceito blá; blá; blá...; o que deveria liberar a opção concluir cadastro. sabe o que acontece? a opção não é liberada! ,nojo
como chega da rua e dorme sem banho; com pe preto; acorda não toma banho so toma banho se for sair; sai fora sujeira  ,nojo
que pelo q se prevê;  é o q o caríssimo autor vai nos forçar a assistir né? ,nojo
metros e comboios que cheiram a bufas,nojo
gabi prado sendo baixa; como sempre! ,nojo
você se enxerga aqui; meu amigo? se não; dançou... ,nojo
letra de funk pesado sobre a mulher...,nojo
sinceramente? tenho  de certas pessoas,nojo
muitas respostas...,nojo
tudo acabou! corrupção acabou; lava jato; roubalheira e acordamos em um verdadeiro conto de fadas azul! ,nojo
- deixem as crianças em paz; filhos da piatã serviço do demônio comunista!,nojo
tem uma mulher esfregando a ppk no meu ombro no trem,nojo
matheus desconstruiu tudo q fez até agora por causa da  miss bullying...,nojo
o que????  dessa justicinha...,nojo
mulher deu casa de r$ 800 mil por vaga em concurso de delegado e enem para filha; diz polícia ,nojo
o grupo closer,nojo
filmeco do macedo... cruzes!,nojo
record picotando a novela...,nojo
se uma pessoa fala de mim pra você; é certeza que ela fala de você pra outra pessoa.  se for pra conversar; fale sobre ideias não de pessoas. ,nojo
pensei o mesmo,nojo
ou seja: o cabecilha  admite q; c alguns sportinguistas; meteu bdc fora..entretanto “avisa” o  para q este se meta no canto dele.. que melhor forma existiria para desviar a atenção e não se pense q quem ele ajudou.. foi o próprio   ,nojo
que  desse pessoal dos  tudo,nojo
porq as pessoas inventam história ?,nojo
tanto ibope desnecessário ...,nojo
hóquei é uma modalidade muito abichanada.,nojo
se depender do  nem precisa eleições. este infeliz já toma posse.,nojo
me da um vale compras de r$ 500;00 nessa loja pra vc ver se eu nao fico um ,nojo
bom dia brasil! acordei vomitando pois o casal  esta passando no  bbb .  define esses dois.,nojo
professora de criança,nojo
vc q elogia pra ser elogiado..,nojo
a pior besteira que eles fizeram,nojo
eu acredito em  à primeira vista.  ;),nojo
não to acreditando...,nojo
quando um homem tenta ser gentil e a mulher não está no clima,nojo
estou anciosa p o lucas; cair no paredão; ele se acha o dono da razão; e q todo mundo tem q dar satisfação p ele vai se foder escroto do caralho ,nojo
ridículo as provocações do caíque com a nadja  deveria expulsar os dois ja que expulsaram ela. só sei que perdeu a credibilidade não assisto mais! fernanda e caíque são dois falsos q se uniu a nadja só para se auto protegerem  deles,nojo
e atente pro colaboradores em vez de empregados/funcionários. é linguagem de gestor; eles odeiam se comprometer.  ,nojo
veste um uniforme preto e já vira rambo.,nojo
ceee viamão ninguém atende.,nojo
para o wagner só uma palavra,nojo
aí outra coisa que tem que desconstruir é essa palhaçada de que cliente é deus ! tem gnt que é louca e só quer infernizar ou algm acha certo uma cliente que está errada falar que vai dar um tiro na cara de quem tá atendendo ?!,nojo
amém para a ordem e progresso do temer,nojo
tão recatada né gente.,nojo
pelo menos respeitem os locais públicos!,nojo
vergonha desses políticos comprados!,nojo
rt  por que a mina ta usando shortinho azul mas o cabelo não?,nojo
nao tem nada de bonitinho,nojo
marqueteiros? é isso mesmo?,nojo
se eu não falo; é pq sao um,nojo
zzzzz... daniel novamente com o rei na barriga! ele deu a chance? meu bem; você não tem que dar nada...,nojo
exército formado pelo demônio brasil ganha em 1° lugar .,nojo
exato!!! por  ser  queriam que fosse a empregada das bonitas...,nojo
o famoso teste do sofá...,nojo
da minha sala; td bolsominion,nojo
espero bem que sim,nojo
150 deputados acusados de corrupção; comandados por um ladrão...,nojo
olha a sabedoria do cidadão mediano...,nojo
para de querer fazer a roberta aceitar a emilly ....,nojo
le cunhã soberano,nojo
desculpa  mas que,nojo
professor que diz não guardar rancor mas só pelo olhar já nos mata,nojo
ranço compartilhado — sim,nojo
a umbanda branca de larajeiras tem de tudo: racistas; homofobicos e um pai de santo que é chamado de dr.,nojo
pense em dois seres desprezíveis,nojo
luciana santos; armando monteiro; renan calheiros...  nordestinos que jamais irão me representar. ,nojo
o último que ficar apaga a luz.,nojo
jornal nacional teve que divulgar os áudios dos golpistas. só queria que fosse o  narrando.,nojo
esses dois juntos eca,nojo
falsidade mata; eca,nojo
de.hj até a final to neutra nesse  muita palhaçada juntas,nojo
como não rejeitar essa bruxa,nojo
realmente quando procuramos outros lado da história descobrimos como a pessoa realmente é.,nojo
viva nossa sociedade machista!,nojo
a polícia se assustou porque eles eram de cor,nojo
e afinal já tinha 3,nojo
acho graça é q qnd o pedro c sentia ja vitorioso em a emilly vazar; eles criticaram; ae a emilly c sentir a campeã pode,nojo
depois me perguntam pq eu tenho  de ir em banco. 1 hora esperando.. e continua.,nojo
o mundo de hoje é  tão duvidoso; que estamos acostumados a duvidar daquilo que se posta. galera se esconde atrás de perfil fake para disseminar mentiras e causar mal estar social. ,nojo
para de interromper as mina do specpol   ,nojo
segunda feira; a ave de rapina chamada  já deve tá de bico aberto esperando a carcaça do próximo domingo!,nojo
a sohee me odeia -choro-,triste
que apostar quanto que a maioria das pessoas que nem olha na minha cara ou nem me manda mensagem pra saber como eu estou; vai me mandar mensagem no dia do meu aniversário...    ,triste
peppa fica me mandando snap do corpo dela e eu fico  :c,triste
tô de vela na minha própria casa  :(,triste
veronica me deixou no vácuo,triste
nem boa noite ganhei,triste
união soviética; a idolatria; a depravação; o relativismo e a teoria evolucionária pseudocientífica de darwin desencadearam uma fera sedenta de sangue que consumiu a vida de mais de cem... ,triste
quando eu não consigo mais pensar; eu vou pra outra missão; tenho que tabular 10 anos de gibis pra vender em um lote; a cada gibi uma lágrima de saudades da adolescência super protegida em volta de um mundo de esperança onde os heróis faziam de tudo para salvar o mundo.  ,triste
pensar q essa semana quase todos os meus alunos estarão com o cabelo igual ao do neymar...,triste
amanhã já é domingo estou,triste
eu pensei que ele fosse imitar alguém cheirando,triste
hoje o céu está em festa e meu coração apertado. vai na paz maia arthur... mostra pro etéreo e sublime como se elevarem.arthur maia rip...,triste
acabei de saber que meu tio avô parou de falar com o capetinha.,triste
meu celular já era!,triste
só de imaginar que essa hora semana passada eu estaria saindo do trampo; e hoje eu nem fui ainda pro trampo. ,triste
aviso para pessoas que visualiza e não responde; mano; faz isso nao; dói meu coração só te vê essa situação; como acabei de vê. ,triste
engraçado; eu e o  nos estranhamos e paramos de falar; mas não paramos de dar amei um e nem deixamos de ser o primeiro a visualizar as coisas um do outro. ,triste
queria ter uma  pra abraçar assim,triste
como puxar assunto com um surdo conhecido? esta  passo a passo traz a   que houve em são paulo nesta semana. veja a primeira aula.,triste
a maioria dos meus amigos em blocos e eu em casa,triste
